Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","87","Guadeloupe","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","442.318","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","89","Guatemala","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","17247.849","X","International reliable sources",""
"OA","Annual population","89","Guatemala","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","8492.956","X","International reliable sources",""
"OA","Annual population","89","Guatemala","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","8754.899","X","International reliable sources",""
"OA","Annual population","89","Guatemala","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8440.97","X","International reliable sources",""
"OA","Annual population","89","Guatemala","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8804.376","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","91","Guyana","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","779.006","X","International reliable sources",""
"OA","Annual population","91","Guyana","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","390.999","X","International reliable sources",""
"OA","Annual population","91","Guyana","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","388.008","X","International reliable sources",""
"OA","Annual population","91","Guyana","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","574.102","X","International reliable sources",""
"OA","Annual population","91","Guyana","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","208.123","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","93","Haiti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11123.178","X","International reliable sources",""
"OA","Annual population","93","Haiti","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","5489.045","X","International reliable sources",""
"OA","Annual population","93","Haiti","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5634.138","X","International reliable sources",""
"OA","Annual population","93","Haiti","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4969.937","X","International reliable sources",""
"OA","Annual population","93","Haiti","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","6143.008","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","95","Honduras","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9587.522","X","International reliable sources",""
"OA","Annual population","95","Honduras","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","4789.031","X","International reliable sources",""
"OA","Annual population","95","Honduras","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","4798.492","X","International reliable sources",""
"OA","Annual population","95","Honduras","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4040.365","X","International reliable sources",""
"OA","Annual population","95","Honduras","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5376.802","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","109","Jamaica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","2934.847","X","International reliable sources",""
"OA","Annual population","109","Jamaica","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1457.453","X","International reliable sources",""
"OA","Annual population","109","Jamaica","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1477.4","X","International reliable sources",""
"OA","Annual population","109","Jamaica","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1284.862","X","International reliable sources",""
"OA","Annual population","109","Jamaica","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1613.815","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","135","Martinique","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","375.673","X","International reliable sources",""
"OA","Annual population","135","Martinique","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","173.293","X","International reliable sources",""
"OA","Annual population","135","Martinique","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","202.379","X","International reliable sources",""
"OA","Annual population","135","Martinique","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","42.167","X","International reliable sources",""
"OA","Annual population","135","Martinique","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","342.898","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","138","Mexico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","126190.788","X","International reliable sources",""
"OA","Annual population","138","Mexico","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","61720.819","X","International reliable sources",""
"OA","Annual population","138","Mexico","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","64469.963","X","International reliable sources",""
"OA","Annual population","138","Mexico","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","25947.576","X","International reliable sources",""
"OA","Annual population","138","Mexico","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","104811.498","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","142","Montserrat","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4.993","X","International reliable sources",""
"OA","Annual population","142","Montserrat","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4.731","X","International reliable sources",""
"OA","Annual population","142","Montserrat","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0.472","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","151","Netherlands Antilles (former)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","277.483","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","74.711","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","88.042","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","23.992","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","151","Netherlands Antilles (former)","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","203.839","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","157","Nicaragua","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","6465.501","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3186.671","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3278.831","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2606.772","X","International reliable sources",""
"OA","Annual population","157","Nicaragua","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3677.985","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","166","Panama","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4176.869","X","International reliable sources",""
"OA","Annual population","166","Panama","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2092.386","X","International reliable sources",""
"OA","Annual population","166","Panama","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2084.482","X","International reliable sources",""
"OA","Annual population","166","Panama","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1344.157","X","International reliable sources",""
"OA","Annual population","166","Panama","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2818.461","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","169","Paraguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","6956.066","X","International reliable sources",""
"OA","Annual population","169","Paraguay","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3537.049","X","International reliable sources",""
"OA","Annual population","169","Paraguay","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3419.02","X","International reliable sources",""
"OA","Annual population","169","Paraguay","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2649.475","X","International reliable sources",""
"OA","Annual population","169","Paraguay","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4247.433","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","170","Peru","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","31989.26","X","International reliable sources",""
"OA","Annual population","170","Peru","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","15886.587","X","International reliable sources",""
"OA","Annual population","170","Peru","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","16102.678","X","International reliable sources",""
"OA","Annual population","170","Peru","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","7191.715","X","International reliable sources",""
"OA","Annual population","170","Peru","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","25360.1","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","177","Puerto Rico","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","3039.596","X","International reliable sources",""
"OA","Annual population","177","Puerto Rico","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1445.326","X","International reliable sources",""
"OA","Annual population","177","Puerto Rico","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1594.272","X","International reliable sources",""
"OA","Annual population","177","Puerto Rico","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","234.967","X","International reliable sources",""
"OA","Annual population","177","Puerto Rico","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3424.04","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","282","Saint Barthélemy","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","9.816","X","International reliable sources",""
"OA","Annual population","188","Saint Kitts and Nevis","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","52.441","X","International reliable sources",""
"OA","Annual population","188","Saint Kitts and Nevis","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","38.662","X","International reliable sources",""
"OA","Annual population","188","Saint Kitts and Nevis","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","17.188","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","189","Saint Lucia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","181.889","X","International reliable sources",""
"OA","Annual population","189","Saint Lucia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","89.58","X","International reliable sources",""
"OA","Annual population","189","Saint Lucia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","92.31","X","International reliable sources",""
"OA","Annual population","189","Saint Lucia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","146.11","X","International reliable sources",""
"OA","Annual population","189","Saint Lucia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","33.557","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","190","Saint Pierre and Miquelon","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5.849","X","International reliable sources",""
"OA","Annual population","190","Saint Pierre and Miquelon","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0.619","X","International reliable sources",""
"OA","Annual population","190","Saint Pierre and Miquelon","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5.723","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","191","Saint Vincent and the Grenadines","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","110.211","X","International reliable sources",""
"OA","Annual population","191","Saint Vincent and the Grenadines","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","55.977","X","International reliable sources",""
"OA","Annual population","191","Saint Vincent and the Grenadines","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","54.233","X","International reliable sources",""
"OA","Annual population","191","Saint Vincent and the Grenadines","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","52.678","X","International reliable sources",""
"OA","Annual population","191","Saint Vincent and the Grenadines","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","57.522","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","281","Saint-Martin (French part)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","37.264","X","International reliable sources",""
"OA","Annual population","280","Sint Maarten (Dutch part)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","41.94","X","International reliable sources",""
"OA","Annual population","280","Sint Maarten (Dutch part)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0","X","International reliable sources",""
"OA","Annual population","280","Sint Maarten (Dutch part)","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","40.552","X","International reliable sources",""
"OA","Annual population","207","Suriname","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","575.99","X","International reliable sources",""
"OA","Annual population","207","Suriname","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","289.623","X","International reliable sources",""
"OA","Annual population","207","Suriname","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","286.364","X","International reliable sources",""
"OA","Annual population","207","Suriname","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","192.884","X","International reliable sources",""
"OA","Annual population","207","Suriname","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","375.417","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","220","Trinidad and Tobago","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1389.843","X","International reliable sources",""
"OA","Annual population","220","Trinidad and Tobago","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","686.702","X","International reliable sources",""
"OA","Annual population","220","Trinidad and Tobago","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","703.139","X","International reliable sources",""
"OA","Annual population","220","Trinidad and Tobago","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","642.593","X","International reliable sources",""
"OA","Annual population","220","Trinidad and Tobago","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","730.005","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","224","Turks and Caicos Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","37.665","X","International reliable sources",""
"OA","Annual population","224","Turks and Caicos Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2.482","X","International reliable sources",""
"OA","Annual population","224","Turks and Caicos Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","33.481","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","231","United States of America","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","327096.265","X","International reliable sources",""
"OA","Annual population","231","United States of America","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","161847.183","X","International reliable sources",""
"OA","Annual population","231","United States of America","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","165249.08","X","International reliable sources",""
"OA","Annual population","231","United States of America","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","57980.034","X","International reliable sources",""
"OA","Annual population","231","United States of America","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","268786.714","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","240","United States Virgin Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","104.68","X","International reliable sources",""
"OA","Annual population","240","United States Virgin Islands","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","49.785","X","International reliable sources",""
"OA","Annual population","240","United States Virgin Islands","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","54.887","X","International reliable sources",""
"OA","Annual population","240","United States Virgin Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4.49","X","International reliable sources",""
"OA","Annual population","240","United States Virgin Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","100.424","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","234","Uruguay","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","3449.285","X","International reliable sources",""
"OA","Annual population","234","Uruguay","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","1665.264","X","International reliable sources",""
"OA","Annual population","234","Uruguay","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","1784.026","X","International reliable sources",""
"OA","Annual population","234","Uruguay","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","161.889","X","International reliable sources",""
"OA","Annual population","234","Uruguay","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3307.662","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","28887.118","X","International reliable sources",""
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","14260.628","X","International reliable sources",""
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","14626.489","X","International reliable sources",""
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3818.502","X","International reliable sources",""
"OA","Annual population","236","Venezuela (Bolivarian Republic of)","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","28562.719","X","International reliable sources","UNDESA, Population Division – World Urbanization Prospects, the 2018 Revision"
